2011-03-03 14:02:19|vdc_db_query|00280|1062|Duplicate entry '1299178904.182104' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1299178904.182104','2546892','45257','10003','2011-03-03 14:02:19','1299178939','DONEM','1','7044852800','detienne','MANUAL','N','','MAIN');|detienne|10.11.20.47|1299176207_150496defa16265135|
2011-03-25 13:10:34|vdc_db_query|00300|1062|Duplicate entry '1301073026.1097529' for key 'PRIMARY'|UPDATE call_log set uniqueid='1301073026.1097529',channel='SIP/paetec-00051b7f' where caller_code='M0325131023001464652';|cray|10.11.20.47|1301072420_150499defa19399056|
2011-04-01 11:24:34|vdc_db_query|00280|1062|Duplicate entry '1301671429.1403903' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1301671429.1403903','2692247','45313','10005','2011-04-01 11:24:34','1301671474','DONEM','1','8593811505','nherivaux1','MANUAL','N','','MAIN');|nherivaux1|10.11.20.47|1301662955_150466defa11847831|
2011-04-04 15:00:55|vdc_db_query|00279|1062|Duplicate entry '1301943649.1478806' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1301943649.1478806','2631825','45293','10046','2011-04-04 15:00:55','1301943655','INCALL','1','6309807065','61591','MANUAL','N','30037','MAIN');|61591|10.11.20.47|1301942514_150353defa16018031|
2011-04-05 13:06:30|vdc_db_query|00280|1062|Duplicate entry '1302023149.1531018' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1302023149.1531018','2662554','45312','10004','2011-04-05 13:06:30','1302023190','DONEM','1','8702892301','jalvarez','MANUAL','N','','MAIN');|jalvarez|10.11.20.47|1302022993_150452defa10117968|
2011-04-05 16:56:21|vdc_db_query|00280|1062|Duplicate entry '1302036943.1568260' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1302036943.1568260','2663908','45312','10004','2011-04-05 16:56:21','1302036981','DONEM','1','5804723422','tmejia','MANUAL','N','','MAIN');|tmejia|10.11.20.47|1302026707_150453defa15337571|
2011-04-06 13:44:43|vdc_db_query|00299|1062|Duplicate entry '1302111842.1614428' for key 'PRIMARY'|UPDATE vicidial_carrier_log set uniqueid='1302111842.1614428' where lead_id='1913064' and uniqueid LIKE "1302111842%";|bbekker|10.11.20.47|1302109293_150475defa15491456|
2011-04-06 15:08:14|vdc_db_query|00147|1062|Duplicate entry '4808398101' for key 'PRIMARY'|INSERT INTO vicidial_dnc (phone_number) values('4808398101');|61588|10.11.20.47|1302112371_150350defa13346591|
2011-04-06 15:08:14|vdc_db_query|00149|1062|Duplicate entry '4808398101-10046' for key 'phonecamp'|INSERT INTO vicidial_campaign_dnc (phone_number,campaign_id) values('4808398101','10046');|61588|10.11.20.47|1302112371_150350defa13346591|
2011-04-08 12:09:54|vdc_db_query|00147|1062|Duplicate entry '' for key 'PRIMARY'|INSERT INTO vicidial_dnc (phone_number) values('');|mharrell|10.11.20.47|1302268018_150461defa12743300|
2011-04-08 12:09:54|vdc_db_query|00149|1062|Duplicate entry '10004' for key 'phonecamp'|INSERT INTO vicidial_campaign_dnc (phone_number,campaign_id) values('','10004');|mharrell|10.11.20.47|1302268018_150461defa12743300|
2011-04-08 15:42:16|vdc_db_query|00280|1062|Duplicate entry '1302291692.1798653' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1302291692.1798653','2658432','45312','10004','2011-04-08 15:42:16','1302291736','DONEM','1','7042437573','kcollington','MANUAL','N','','MAIN');|kcollington|10.11.20.47|1302282188_150464defa19196910|
2011-04-11 11:26:18|vdc_db_query|00300|1062|Duplicate entry '1302535574.1839661' for key 'PRIMARY'|UPDATE call_log set uniqueid='1302535574.1839661',channel='SIP/paetec-0008865a' where caller_code='M0411112606002696283';|detienne|10.11.20.47|1302534364_150458defa15622583|
2011-04-11 14:12:34|vdc_db_query|00300|1062|Duplicate entry '' for key 'PRIMARY'|UPDATE call_log set uniqueid='',channel='Privilege: call,all' where caller_code='M0411141226002699017';|61587|10.11.20.47|1302544061_150343defa17196621|
2011-04-12 14:19:48|vdc_db_query|00147|1062|Duplicate entry '' for key 'PRIMARY'|INSERT INTO vicidial_dnc (phone_number) values('');|rdaniel|10.11.20.47|1302627654_150454defa14822708|
2011-04-12 14:19:48|vdc_db_query|00149|1062|Duplicate entry '10003' for key 'phonecamp'|INSERT INTO vicidial_campaign_dnc (phone_number,campaign_id) values('','10003');|rdaniel|10.11.20.47|1302627654_150454defa14822708|
2011-04-13 10:57:45|vdc_db_query|00300|1062|Duplicate entry '1302706619.2018391' for key 'PRIMARY'|UPDATE call_log set uniqueid='1302706619.2018391',channel='SIP/paetec-00095cf8' where caller_code='M0413105659002648972';|cray|10.11.20.47|1302702022_150472defa13495495|
2011-04-13 15:09:54|vdc_db_query|00280|1062|Duplicate entry '1302721734.2051504' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1302721734.2051504','2659914','45312','10004','2011-04-13 15:09:54','1302721794','DONEM','1','8038086102','jalvarez','MANUAL','N','','MAIN');|jalvarez|10.11.20.47|1302720536_150452defa11280422|
2011-04-14 10:02:28|vdc_db_query|00280|1062|Duplicate entry '1302789708.2076531' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1302789708.2076531','2674470','45312','10004','2011-04-14 10:02:28','1302789748','DONEM','1','4402863333','jalvarez','MANUAL','N','','MAIN');|jalvarez|10.11.20.47|1302786239_150452defa17837816|
2011-04-18 10:02:25|vdc_db_query|00279|1062|Duplicate entry '1303135335.2233121' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1303135335.2233121','2377762','45213','10003','2011-04-18 10:02:25','1303135345','INCALL','1','7062597534','mviera','MANUAL','N','30000','MAIN');|mviera|10.11.20.47|1303131373_150450defa13502536|
2011-04-18 10:02:34|vdc_db_query|00280|1062|Duplicate entry '1303135335.2233121' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1303135335.2233121','2377762','45213','10003','2011-04-18 10:02:34','1303135354','DONEM','1','7062597534','mviera','MANUAL','N','','MAIN');|mviera|10.11.20.47|1303131373_150450defa13502536|
2011-04-18 17:12:19|vdc_db_query|00280|1062|Duplicate entry '1303161118.2307615' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1303161118.2307615','1290510','45127','10003','2011-04-18 17:12:19','1303161139','DONEM','1','7046846280','jstennett','MANUAL','N','','MAIN');|jstennett|10.11.20.47|1303146935_150459defa13051132|
2011-04-18 17:17:47|vdc_db_query|00147|1062|Duplicate entry '' for key 'PRIMARY'|INSERT INTO vicidial_dnc (phone_number) values('');|mviera|10.11.20.47|1303145977_150450defa17780928|
2011-04-18 17:17:47|vdc_db_query|00149|1062|Duplicate entry '10004' for key 'phonecamp'|INSERT INTO vicidial_campaign_dnc (phone_number,campaign_id) values('','10004');|mviera|10.11.20.47|1303145977_150450defa17780928|
2011-04-20 15:43:11|vdc_db_query|00300|1062|Duplicate entry '' for key 'PRIMARY'|UPDATE call_log set uniqueid='',channel='Privilege:' where caller_code='M0420154258002699370';|61398|10.11.20.47|1303324536_150351defa11327551|
2011-04-20 15:43:11|vdc_db_query|00300|1062|Duplicate entry '' for key 'PRIMARY'|UPDATE call_log set uniqueid='',channel='Privilege:' where caller_code='M0420154305002699373';|60024|10.11.20.47|1303327840_150353defa17988595|
2011-04-21 16:34:25|vdc_db_query|00279|1062|Duplicate entry '1303418055.2595967' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1303418055.2595967','2672450','45312','10004','2011-04-21 16:34:25','1303418065','INCALL','1','2297682912','bbekker','MANUAL','N','30000','MAIN');|bbekker|10.11.20.47|1303405325_150461defa11212667|
2011-04-21 16:36:33|vdc_db_query|00280|1062|Duplicate entry '1303418055.2595967' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1303418055.2595967','2672450','45312','10004','2011-04-21 16:36:33','1303418193','DONEM','1','2297682912','bbekker','MANUAL','N','','MAIN');|bbekker|10.11.20.47|1303405325_150461defa11212667|
2011-04-26 14:37:36|vdc_db_query|00279|1062|Duplicate entry '1303843052.2803404' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1303843052.2803404','2723024','45352','10046','2011-04-26 14:37:36','1303843056','INCALL','1','7342611880','61591','MANUAL','N','30037','MAIN');|61591|10.11.20.47|1303843031_150343defa17757561|
2011-04-26 14:48:05|vdc_db_query|00147|1062|Duplicate entry '' for key 'PRIMARY'|INSERT INTO vicidial_dnc (phone_number) values('');|jaraujo|10.11.20.47|1303837155_150474defa10990637|
2011-04-27 09:44:00|vdc_db_query|00280|1062|Duplicate entry '1303911719.2819506' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1303911719.2819506','2598077','45264','10004','2011-04-27 09:44:00','1303911840','DONEM','1','7068651223','tmejia','MANUAL','N','','MAIN');|tmejia|10.11.20.47|1303911021_150462defa13896394|
2011-05-02 15:10:59|vdc_db_query|00280|1062|Duplicate entry '1304363429.3009089' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1304363429.3009089','2709549','45325','10047','2011-05-02 15:10:59','1304363459','DONEM','1','7574836404','60888','MANUAL','N','','MAIN');|60888|10.11.20.47|1304359015_150444defa12836961|
2011-05-03 13:26:43|vdc_db_query|00300|1062|Duplicate entry '1304443600.3093655' for key 'PRIMARY'|UPDATE call_log set uniqueid='1304443600.3093655',channel='SIP/paetec-000e5e62' where caller_code='M0503132640002730779';|rdaniel|10.11.20.47|1304441990_150475defa19434196|
2011-05-04 12:26:21|vdc_db_query|00300|1062|Duplicate entry '' for key 'PRIMARY'|UPDATE call_log set uniqueid='',channel='Privil' where caller_code='M0504122619002739041';|rdaniel|10.11.20.47|1304524032_150454defa12936394|
2011-05-05 11:27:36|vdc_db_query|00300|1062|Duplicate entry '' for key 'PRIMARY'|UPDATE call_log set uniqueid='',channel='Pri' where caller_code='M0505112734001473374';|detienne|10.11.20.47|1304605358_150452defa19819777|
2011-05-05 14:13:42|vdc_db_query|00147|1062|Duplicate entry '' for key 'PRIMARY'|INSERT INTO vicidial_dnc (phone_number) values('');|mviera|10.11.20.47|1304615352_150450defa16042706|
2011-05-05 14:13:42|vdc_db_query|00149|1062|Duplicate entry '10003' for key 'phonecamp'|INSERT INTO vicidial_campaign_dnc (phone_number,campaign_id) values('','10003');|mviera|10.11.20.47|1304615352_150450defa16042706|
2011-05-06 11:51:38|vdc_db_query|00280|1062|Duplicate entry '1304697052.3383806' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1304697052.3383806','2760859','45358','10004','2011-05-06 11:51:38','1304697098','DONEM','1','5739963901','rbharath','MANUAL','N','','MAIN');|rbharath|10.11.20.47|1304696387_150456defa11807506|
2011-05-10 10:47:18|vdc_db_query|00300|1062|Duplicate entry '' for key 'PRIMARY'|UPDATE call_log set uniqueid='',channel='Privi' where caller_code='M0510104716002728467';|jstennett|10.11.20.47|1305032418_150457defa16832163|
2011-05-10 11:12:02|vdc_db_query|00280|1062|Duplicate entry '1305040262.3538746' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305040262.3538746','2762218','45358','10004','2011-05-10 11:11:49','1305040309','DONEM','1','2708492337','detienne','MANUAL','N','','MAIN');|detienne|10.11.20.47|1305037221_150452defa17231975|
2011-05-10 11:14:08|vdc_db_query|00280|1062|Duplicate entry '1305040364.3538787' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305040364.3538787','1059373','45105','10004','2011-05-10 11:13:18','1305040398','DONEM','1','7244784590','detienne','MANUAL','N','','MAIN');|detienne|10.11.20.47|1305037221_150452defa17231975|
2011-05-10 11:28:32|vdc_db_query|00280|1062|Duplicate entry '1305041223.3541483' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305041223.3541483','2758727','45358','10004','2011-05-10 11:27:38','1305041258','DONEM','1','8148343651','detienne','MANUAL','N','','MAIN');|detienne|10.11.20.47|1305040419_150452defa19369824|
2011-05-10 11:28:36|vdc_db_query|00280|1062|Duplicate entry '1305041225.3541488' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305041225.3541488','2757115','45358','10004','2011-05-10 11:27:34','1305041254','DONEM','1','8599868500','cjones','MANUAL','N','','MAIN');|cjones|10.11.20.47|1305039549_150449defa19062048|
2011-05-10 11:28:40|vdc_db_query|00280|1062|Duplicate entry '1305041174.3541446' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305041174.3541446','2760009','45358','10004','2011-05-10 11:26:45','1305041205','DONEM','1','9126541271','cjones','MANUAL','N','','MAIN');|cjones|10.11.20.47|1305039549_150449defa19062048|
2011-05-10 11:28:42|vdc_db_query|00280|1062|Duplicate entry '1305041288.3541502' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305041288.3541502','2763842','45358','10004','2011-05-10 11:28:23','1305041303','DONEM','1','9123848797','cjones','MANUAL','N','','MAIN');|cjones|10.11.20.47|1305039549_150449defa19062048|
2011-05-10 11:28:48|vdc_db_query|00280|1062|Duplicate entry '1305041321.3541509' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305041321.3541509','2757115','45358','10004','2011-05-10 11:28:46','1305041326','DONEM','1','8599868500','cjones','MANUAL','N','','MAIN');|cjones|10.11.20.47|1305039549_150449defa19062048|
2011-05-10 11:52:17|vdc_db_query|00280|1062|Duplicate entry '1305042683.3545157' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305042683.3545157','313259','45009','10003','2011-05-10 11:51:45','1305042705','DONEM','1','6067808865','mviera','MANUAL','N','','MAIN');|mviera|10.11.20.47|1305032265_150450defa12954442|
2011-05-17 11:03:48|vdc_db_query|00280|1062|Duplicate entry '1305644597.3925763' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305644597.3925763','2760562','45358','10004','2011-05-17 11:03:48','1305644628','DONEM','1','8592715433','rbharath','MANUAL','N','','MAIN');|rbharath|10.11.20.47|1305644592_150456defa18310949|
2011-05-17 15:26:45|vdc_db_query|00280|1062|Duplicate entry '1305660376.3942866' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305660376.3942866','2776439','45358','10004','2011-05-17 15:26:45','1305660405','DONEM','1','4796773300','fjanvier','MANUAL','N','','MAIN');|fjanvier|10.11.20.47|1305653510_150445defa18088796|
2011-05-20 15:03:19|vdc_db_query|00279|1062|Duplicate entry '1305918189.4053355' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305918189.4053355','2593941','45263','10004','2011-05-20 15:03:19','1305918199','INCALL','1','2292635004','mharrell','MANUAL','N','30000','MAIN');|mharrell|10.11.20.47|1305913034_150451defa12946769|
2011-05-20 15:03:46|vdc_db_query|00280|1062|Duplicate entry '1305918189.4053355' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305918189.4053355','2593941','45263','10004','2011-05-20 15:03:46','1305918226','DONEM','1','2292635004','mharrell','MANUAL','N','','MAIN');|mharrell|10.11.20.47|1305913034_150451defa12946769|
2011-05-20 15:45:13|vdc_db_query|00280|1062|Duplicate entry '1305920674.4056582' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1305920674.4056582','1703460','45154','10004','2011-05-20 15:45:13','1305920713','DONEM','1','4024625333','fjanvier','MANUAL','N','','MAIN');|fjanvier|10.11.20.47|1305914613_150445defa13142531|
2011-05-23 10:42:00|vdc_db_query|00280|1062|Duplicate entry '1306161675.4072142' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1306161675.4072142','2763531','45358','10004','2011-05-23 10:42:00','1306161720','DONEM','1','3306550753','cray','MANUAL','N','','MAIN');|cray|10.11.20.47|1306155574_150446defa13607953|
2011-05-24 09:00:35|vdc_db_query|00014|1062|Duplicate entry 'detienne-20000' for key 'vlia_user_group_id'|INSERT INTO vicidial_live_inbound_agents set user='detienne',group_id='20000',group_weight='0',calls_today='0',last_call_time='2011-05-24 09:00:35',last_call_finish='2011-05-24 09:00:35';|detienne|10.11.20.47|1306241965_150452defa12956479|
2011-05-24 09:00:35|vdc_db_query|00014|1062|Duplicate entry 'detienne-20000' for key 'vlia_user_group_id'|INSERT INTO vicidial_live_inbound_agents set user='detienne',group_id='20000',group_weight='0',calls_today='0',last_call_time='2011-05-24 09:00:35',last_call_finish='2011-05-24 09:00:35';|detienne|10.11.20.47|1306241965_150452defa12956479|
2011-05-24 09:00:35|vdc_db_query|00014|1062|Duplicate entry 'detienne-20000' for key 'vlia_user_group_id'|INSERT INTO vicidial_live_inbound_agents set user='detienne',group_id='20000',group_weight='0',calls_today='0',last_call_time='2011-05-24 09:00:35',last_call_finish='2011-05-24 09:00:35';|detienne|10.11.20.47|1306241965_150452defa12956479|
2011-05-24 10:42:47|vdc_db_query|00280|1062|Duplicate entry '1306248131.7466' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1306248131.7466','1699614','45154','10004','2011-05-24 10:42:47','1306248167','DONEM','1','2547974081','pstanley','MANUAL','N','','MAIN');|pstanley|10.11.20.47|1306241931_150444defa19136327|
2011-05-25 10:50:39|vdc_db_query|00280|1062|Duplicate entry '1306334994.38114' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1306334994.38114','1708916','45154','10004','2011-05-25 10:50:39','1306335039','DONEM','1','6018454415','cjones','MANUAL','N','','MAIN');|cjones|10.11.20.47|1306328358_150449defa10201142|
2011-05-25 11:55:58|vdc_db_query|00280|1062|Duplicate entry '1306338934.43233' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1306338934.43233','1708573','45154','10004','2011-05-25 11:55:58','1306338958','DONEM','1','5753975988','cray','MANUAL','N','','MAIN');|cray|10.11.20.47|1306328371_150446defa15266895|
2011-05-26 11:41:25|vdc_db_query|00280|1062|Duplicate entry '1306424420.78497' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1306424420.78497','1702976','45154','10004','2011-05-26 11:41:25','1306424485','DONEM','1','4023532725','gcharles','MANUAL','N','','MAIN');|gcharles|10.11.20.47|1306416019_150459defa11870239|
2011-05-26 12:01:08|vdc_db_query|00280|1062|Duplicate entry '1306425620.80263' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1306425620.80263','1703320','45154','10004','2011-05-26 12:01:08','1306425668','DONEM','1','4024381319','tlamar','MANUAL','N','','MAIN');|tlamar|10.11.20.47|1306415524_150447defa15143120|
2011-05-26 16:05:48|vdc_db_query|00280|1062|Duplicate entry '1306440316.95649' for key 'PRIMARY'|INSERT INTO vicidial_log (uniqueid,lead_id,list_id,campaign_id,call_date,start_epoch,status,phone_code,phone_number,user,comments,processed,user_group,alt_dial) values('1306440316.95649','1715378','45154','10004','2011-05-26 16:05:48','1306440348','DONEM','1','7067824812','mharrell','MANUAL','N','','MAIN');|mharrell|10.11.20.47|1306431149_150451defa19547474|
2011-05-31 09:03:22|vdc_db_query|00014|1062|Duplicate entry 'detienne-20000' for key 'vlia_user_group_id'|INSERT INTO vicidial_live_inbound_agents set user='detienne',group_id='20000',group_weight='0',calls_today='0',last_call_time='2011-05-31 09:03:22',last_call_finish='2011-05-31 09:03:22';|detienne|10.11.20.47|1306846849_150452defa10677714|
